uri,cid,author_did,author_handle,author_display_name,author_followers,author_following,author_posts,text,created_at,reply_count,repost_count,like_count,quote_count,hashtags,mentions,urls,has_image,has_video,has_external,image_count,is_reply,language,source,reply_count_actual,thread_depth
at://did:plc:46inhldixauneekgc7prj42f/app.bsky.feed.post/3m33alezg5k2h,bafyreiepstvukcwxzkmcjac4qk2km6lvihkpqnguejb2df76yoky3wpc7i,did:plc:46inhldixauneekgc7prj42f,theauthorguy.bsky.social,Christopher Moore,0,0,0,Stuff I saw today in Brataslava. Statue of a witch who changed her brothers into ravens. Bridge that looks like attack ship from War of the Worlds. Statue os a guy crawingnoit of the sewer,2025-10-13T12:45:00.189Z,1,0,38,0,[],[],[],True,False,False,4,False,en,popular_feed,,
at://did:plc:2mjivr4sknqib2szy7kmovih/app.bsky.feed.post/3m32kfa7us22b,bafyreicuutwrfufxpydfipsgxg4em6lcy27bgknt7n33blm3dyawyszjdq,did:plc:2mjivr4sknqib2szy7kmovih,lizetkruyff.bsky.social,Lizet Kruyff,0,0,0,"Good morning all! Brand new week, let's get started!

Lilla Cabot - Breakfast with Dog 

#art #food #breakfast",2025-10-13T06:07:51.518Z,4,8,99,1,"[""art"", ""food"", ""breakfast""]",[],[],True,False,False,1,False,en,popular_feed,4.0,5.0
at://did:plc:2dwxs24526yfvmydneeu63ea/app.bsky.feed.post/3m32q27wnok2f,bafyreiesgjlnn4brmnflvrhr65qmyuutphovgaxdqq5dklzgmes76efzim,did:plc:2dwxs24526yfvmydneeu63ea,pik-potsdam.bsky.social,PIK_climate,0,0,0,"Bleaching, Melting, Slowing: New Global Tipping Points report tracks growing risks of Earth system tipping points. It highlights mounting risks, from melting glaciers, ice fields to slowing ocean currents, ice sheets & rainforests under pressure.
www.pik-potsdam.de/en/news/late...",2025-10-13T07:49:04.512Z,18,244,706,22,[],[],"[""https://www.pik-potsdam.de/en/news/latest-news/files/bleaching-melting-slowing-new-report-tracks-growing-risks-of-earth-system-tipping-points-4""]",True,False,False,1,False,en,popular_feed,15.0,5.0
at://did:plc:2darfo36xds4oznvip7x2ux7/app.bsky.feed.post/3m2zzempchs22,bafyreia3m475wnikh2twjshl5jizmy37bpoiak3oqwuqrbq37yxxyl4awq,did:plc:2darfo36xds4oznvip7x2ux7,mollyknight.bsky.social,Molly Knight,0,0,0,It’s called multitasking. Women do it every day!!,2025-10-13T01:03:17.438Z,30,63,886,5,[],[],[],True,False,False,1,False,en,popular_feed,28.0,4.0
at://did:plc:2l5ibesuj6pwyhb5a33egqg6/app.bsky.feed.post/3m32yuw3ne22h,bafyreidzqh2uqrekf3t7s2o4awnqyenq2ainjyb55rnvjnzeuxkvdoh5za,did:plc:2l5ibesuj6pwyhb5a33egqg6,kockasfulunyul.bsky.social,Annie,0,0,0,"Tegnap cicalátogatóban voltunk a barátainknál, nézzétek ezt a két cukiságot😻",2025-10-13T10:27:10.144Z,0,0,15,0,[],[],[],True,False,False,4,False,hu,popular_feed,,
at://did:plc:2gahntcyq6erf6ee5sosmwd2/app.bsky.feed.post/3m2zkjibq3p2z,bafyreichpkm6p4lm3vbk4csrfoynpqfnxt52tap22glrktmnjase7bgvwq,did:plc:2gahntcyq6erf6ee5sosmwd2,footrankings.bsky.social,Football Rankings,0,0,0,"❌ 🇬🇷 Greece will NOT PLAY at the 2026 FIFA World Cup, as they were ELIMINATED in Group C tonight!

✅ 🇩🇰 Denmark and 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland will finish in Top 2!

📈 🇩🇰 Demark back to FIRST PLACE after a 3-1 win over over 🇬🇷 Greece, improving their goal difference!",2025-10-12T20:37:34.285Z,0,1,2,0,[],[],[],True,False,False,1,False,,popular_feed,,
at://did:plc:4cx5n4ee2e33dghduopic6r3/app.bsky.feed.post/3m3376he57c2e,bafyreihlcuauh4rbzmqwecq7jiqn5t27ul7gs4d7gtl4crxt2lywm47cde,did:plc:4cx5n4ee2e33dghduopic6r3,affirmationcoyote.bsky.social,AffirmationCoyote.bsky.social,0,0,0,"Monday has never defeated you before, and it will not today.

Affirmation Coyote knows this.",2025-10-13T12:19:52.697Z,1,36,249,2,[],[],[],True,False,False,1,False,en,popular_feed,1.0,1.0
at://did:plc:4il7y7sfe62mmqpmqgadmz5r/app.bsky.feed.post/3m32qy2i7os2q,bafyreigq5cyeamhwuswvaj3nzy5wruchmyinn7vodegpynjv6j2ezqho6e,did:plc:4il7y7sfe62mmqpmqgadmz5r,miya1156.bsky.social,Miya115,0,0,0,"Today is a national holiday in Japan, so I went to the rose garden.

This afternoon..",2025-10-13T08:05:45.484Z,2,39,380,0,[],[],[],True,False,False,1,False,en,popular_feed,2.0,1.0
at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3m2zipervml2v,bafyreifdx3vicpndglo5q2bi5n4utep4rpfpdji2h7wq6fnjqlx7grjmae,did:plc:ln72v57ivz2g46uqf4xxqiuh,npr.org,NPR,0,0,0,"Gen Z protesters from Indonesia and Nepal to Madagascar and Morocco, are rallying behind an unexpected banner: a grinning skull in a straw hat.",2025-10-12T20:05:04.537132Z,14,181,697,39,[],[],[],False,False,True,0,False,,popular_feed,14.0,6.0
at://did:plc:2mthg53x3vqqtaauhcjbc2rj/app.bsky.feed.post/3m32bl6p6ys2v,bafyreifwq2skqgc6q5zv6i5tbrt2sypchtdymzjs5exhdlh7khmfe3m7qq,did:plc:2mthg53x3vqqtaauhcjbc2rj,witchcherryblossom.bsky.social,Cherry🌸,0,0,0,"Guys, I think he might like him. Idk tho. Thoughts?
#oc #ocart #digitalart #originalcharacter #ocship #art #artist #digitalartist #drawing #painting #bl #yaoi",2025-10-13T03:30:07.567Z,2,2,37,0,"[""oc"", ""ocart"", ""digitalart"", ""originalcharacter"", ""ocship"", ""art"", ""artist"", ""digitalartist"", ""drawing"", ""painting"", ""bl"", ""yaoi""]",[],[],True,False,False,1,False,en,popular_feed,,
at://did:plc:2h5oj7dfciesiknuazc3s3mo/app.bsky.feed.post/3m322v6x2z62i,bafyreifbjzyhcxvnvz2ou6dco45sdge5tb6guyhvn73yuwicwzqgygxq7m,did:plc:2h5oj7dfciesiknuazc3s3mo,usatoday.com,USA TODAY,0,0,0,Jared Goff nearly caught a 1-yard touchdown on a trick play against the Chiefs. It was correctly nullified by an illegal shift.,2025-10-13T01:30:27Z,1,0,9,0,[],[],[],False,False,True,0,False,,popular_feed,,
at://did:plc:2e7lvnu4p5jarkwhwnfcn3di/app.bsky.feed.post/3m2zlzxyx6s2w,bafyreiabbhzx7e3hkyj2rtx23bqjdv25toari5fvjbe65gas7uhoredoga,did:plc:2e7lvnu4p5jarkwhwnfcn3di,findanopening.bsky.social,FindAnOpening,0,0,0,#Fall #Michigan #Landscape #Photography #LandscapePhotography #Nature #NaturePhotography #Natur,2025-10-12T21:04:41.514Z,0,29,409,0,"[""Fall"", ""Michigan"", ""Landscape"", ""Photography"", ""LandscapePhotography"", ""Nature"", ""NaturePhotography"", ""Natur""]",[],[],True,False,False,1,False,en,popular_feed,0.0,0.0
at://did:plc:2ekyevgqsdkcdnkmju42sug6/app.bsky.feed.post/3m2zs7vo45226,bafyreihk62nz3cyn25grleav77yi3h7472lbbleeudfkdko2y3kem5mnhy,did:plc:2ekyevgqsdkcdnkmju42sug6,pestilence4all.bsky.social,Pestilence,0,0,0,"Evening cometh
And daylight be taketh away.
#Photography #Minnesota",2025-10-12T22:55:22.868Z,2,9,58,0,"[""Photography"", ""Minnesota""]",[],[],True,False,False,1,False,en,popular_feed,,
at://did:plc:2pn34t2s2pdaoikmu7jftez5/app.bsky.feed.post/3m32bfgpcvc2i,bafyreiccfwzwugqhth4uodrzsj5qw7pjvqqdroga3mc7of3ozrbfollnoa,did:plc:2pn34t2s2pdaoikmu7jftez5,dhodgs.bsky.social,Dave the Milleneeyore,0,0,0,I've been thinking of my Grandma a lot lately. She would have loved this team so much and I'm sad that I can't go down to her house in Puyallup and watch playoff baseball with her in the same spot I did as a kid in 1995.,2025-10-13T03:26:54.642Z,2,0,20,0,[],[],[],False,False,False,0,False,en,popular_feed,,
at://did:plc:2fzgb3vfhuid2bkzzcrknw7v/app.bsky.feed.post/3m2zz44zzvk2u,bafyreiaodociedchfitxeas4srgrtclhvvmiortdcalmxabka3q5ixjmoe,did:plc:2fzgb3vfhuid2bkzzcrknw7v,sylviaichen.bsky.social,Sylvia Chen 余愛莉,0,0,0,"🌟🥢🥳I adored signing copies of TRICKY CHOPSTICKS, handing out swag, giving chopsticks demos, running chopstick challenges, and chatting with fellow #Kidlit at the #WarwickBookFestival! Thanks ALL who organized, volunteered, and attended! 

@simonkids.bsky.social @fannyliem.bsky.social",2025-10-13T00:58:32.581Z,3,12,89,1,"[""Kidlit"", ""WarwickBookFestival""]","[""did:plc:w2nrptdruqfxa7nhlbwmxe4w"", ""did:plc:tistqzyvitrotb77um7gpwqo""]",[],False,True,False,0,False,en,popular_feed,3.0,1.0
at://did:plc:2oc6afk55odig73i2ns6od2s/app.bsky.feed.post/3m336bqr6js2d,bafyreidohmcifrt4bkfygxy5meietbkidv35htaa5etwcq6soulsf7crxi,did:plc:2oc6afk55odig73i2ns6od2s,leighloveday.bsky.social,Leigh Loveday,0,0,0,Important Void Baby update: one full year of chaos,2025-10-13T12:03:49.452Z,1,2,57,0,[],[],[],True,False,False,1,False,en,popular_feed,,
at://did:plc:2p6idfgjfe3easltiwmnofw6/app.bsky.feed.post/3m2znb6s6j227,bafyreiha5sbm5b5qduygbfeu5wdx77apo6nbqa34mwvvaeib536j5zjjpq,did:plc:2p6idfgjfe3easltiwmnofw6,jimmusilpainter.bsky.social,Jim Musil Painter,0,0,0,My painting SUNFLOWERS,2025-10-12T21:26:37.286Z,3,63,469,2,[],[],[],True,False,False,1,False,en,popular_feed,3.0,1.0
at://did:plc:2pijl4hy25qond3iwnn5feo7/app.bsky.feed.post/3m3274rtfcr2b,bafyreihimeejfmbzikyzv4ropmiafc4hoylw2l37ylrnl4zfwmhz2jfl7a,did:plc:2pijl4hy25qond3iwnn5feo7,bichinhos.bsky.social,Bichinhos Fofinhos pra quem ta cansado ,0,0,0,Corajoso ❤️,2025-10-13T02:46:18.454Z,4,16,224,1,[],[],[],True,False,False,1,False,pt,popular_feed,4.0,1.0
at://did:plc:4monngaerpuydlmue2ereiou/app.bsky.feed.post/3m33e5xbyws2z,bafyreiftqefnumtyfclzhddghj4qy7qjw5bjv7guei6ughcitrplejxdca,did:plc:4monngaerpuydlmue2ereiou,jimveg22.bsky.social,Jim Amos,0,0,0,"October Travel Photo A Day

The Elms, Newport RI

#travelphotography #travel #wanderlust #Blueskytravel #Newport #NewportMansions",2025-10-13T13:49:04.533Z,1,0,4,0,"[""travelphotography"", ""travel"", ""wanderlust"", ""Blueskytravel"", ""Newport"", ""NewportMansions""]",[],[],True,False,False,1,False,en,popular_feed,,
at://did:plc:2pt33h5dlbqf7sxewaprzhwk/app.bsky.feed.post/3m2zoe77pyc2n,bafyreifhsdjnerbi2kwcszetqgdba6s3ilezpgtencwxwsvwpaoo3w3qti,did:plc:2pt33h5dlbqf7sxewaprzhwk,brunopixels.bsky.social,bruno,0,0,0,"CARRANCA 
#pixelart",2025-10-12T21:46:12.140Z,14,236,1067,6,"[""pixelart""]",[],[],True,False,False,1,False,pt,popular_feed,14.0,2.0
at://did:plc:2q2x5aqsecgreqafqicqmdly/app.bsky.feed.post/3m2znudthgs22,bafyreigbojkfw4ttddrqmw2pruskahb6xj7r26hy3nbho3vw4emboucdqi,did:plc:2q2x5aqsecgreqafqicqmdly,shinobu084.bsky.social,大橋 忍 │ Shinobu Ohashi,0,0,0,切り絵　銀のひと針を抱き,2025-10-12T21:37:20.102Z,0,10,65,0,[],[],[],True,False,False,1,False,ja,popular_feed,0.0,0.0
at://did:plc:332n3c4xnrzhhbyjhu7vpzjo/app.bsky.feed.post/3m2zqrcm6mi2g,bafyreifejqg7g3bcvveiwbuq7xvsi6xfu3zstgu5ba3m2bmljtoltanjwa,did:plc:332n3c4xnrzhhbyjhu7vpzjo,salsichinhas.bsky.social,Salsichinhas ,0,0,0,Assim hoje,2025-10-12T22:29:21.918Z,0,7,99,1,[],[],[],True,False,False,1,False,pt,popular_feed,0.0,0.0
at://did:plc:4z72hczfjzpurydmdgrtlr5o/app.bsky.feed.post/3m32iydmsl22n,bafyreiciv7ibnptmcynjj5lrlzha4myqeqm44adw2ofbsyrynzzhyxfbdi,did:plc:4z72hczfjzpurydmdgrtlr5o,monika123.bsky.social,,0,0,0,Dzień dobry lecimy z tym poniedziałkiem 🐶🙋☕😀,2025-10-13T05:42:45.112Z,11,1,51,0,[],[],[],True,False,False,1,False,pl,popular_feed,,
at://did:plc:555c53zqgqs55yh6gvttf5uv/app.bsky.feed.post/3m2zotjvc6k2b,bafyreianhhlygwycrzsb42btbnyy6klhoylludqxakbd5iuzxyyt2pzxja,did:plc:555c53zqgqs55yh6gvttf5uv,banditelli.org,"Brett ""Solidarity 2025"" Banditelli",0,0,0,"In flight snowy plover sequence. First time I ever got this angle, super rare you can get below the bird, since they're ya know.. in the sand, but luckily they were on a sand... ridge? #birds",2025-10-12T21:54:46.609Z,4,34,238,1,"[""birds""]",[],[],True,False,False,1,False,en,popular_feed,4.0,6.0
at://did:plc:2fcmwst77fmtidu62kpdxncm/app.bsky.feed.post/3m33ccd5qa22p,bafyreidemx2lqff32di2zbt26ubhdsa4savc7vv7s67nemox27ywz6umgm,did:plc:2fcmwst77fmtidu62kpdxncm,paulsgundlach.bsky.social,Paul Gundlach,0,0,0,"Happy Monday! It’s a new week and we’re in the second of two days of some nasty weather, so here is the sky last Tuesday ten minutes before sunrise. Tap for full size. I hope you have a great day!",2025-10-13T13:15:43.725Z,4,14,159,1,[],[],[],True,False,False,1,False,en,popular_feed,4.0,1.0
at://did:plc:56bctgu46pthtomqspeujmvj/app.bsky.feed.post/3m33ebxlsok26,bafyreifn33mwpuu27tbytcive7pr2b4g4svnh76f7ijh5yll7k6ee3ynaq,did:plc:56bctgu46pthtomqspeujmvj,spectre7.org,Heavy Chase,0,0,0,Chinesische Reisbauern bei der Arbeit.,2025-10-13T13:51:19.098Z,0,2,25,0,[],[],[],True,False,False,1,False,de,popular_feed,,
at://did:plc:2ufp6rz3xoexzw7s3dgfnbbt/app.bsky.feed.post/3m335qxcj4c2r,bafyreicxv4og7trhvnhgetrwpv5kehalkifxqgqlicbbrytfu5ydivzbtm,did:plc:2ufp6rz3xoexzw7s3dgfnbbt,meninblazers.bsky.social,Men in Blazers Media Network,0,0,0,"The Faroe Islands locker room was quite rightly hyped after the territory of just 55,000 people stunned the Czech Republic 2-1 🥳

It’s their third straight World Cup win, arguably the biggest in their history, and leaves the Faroes one point off a World Cup play-off spot. Truly remarkable 🇫🇴",2025-10-13T11:54:25.915Z,3,6,109,3,[],[],[],False,True,False,0,False,en,popular_feed,3.0,1.0
at://did:plc:2vtislp2m2pmnlg26idrecfj/app.bsky.feed.post/3m2zws6yeyc27,bafyreicwfbfxk7f3ightd5pl4xyha45mes2yjwjh27bsfkg3tzzgjns2uy,did:plc:2vtislp2m2pmnlg26idrecfj,jimboknows.bsky.social,ALEJANDROKNOWS,0,0,0,THE FIRST PITCH GEORGE SPRINGER SEES IN THE ALCS HAS BEEN BLASTED TO KINGDOM COME,2025-10-13T00:17:11.598Z,0,2,13,0,[],[],[],False,False,False,0,False,en,popular_feed,,
at://did:plc:2itflyvmn7obcigpojsnfnd7/app.bsky.feed.post/3m2zwi7v76c27,bafyreiaoulk2jljglmijoxi6tfr7y44ozzt4p5kkfjg3p5por3twazrx7q,did:plc:2itflyvmn7obcigpojsnfnd7,hyperrific.nerdywoof.com,HyPerRifiC,0,0,0,Some light bedtime reading,2025-10-13T00:11:36.980Z,4,0,60,2,[],[],[],True,False,False,1,False,en,popular_feed,,
at://did:plc:2x5bs276hs2ibqgwzhnx2jae/app.bsky.feed.post/3m2zxd6xegc2b,bafyreihijl6zvb7yqw7sh2fedyndo6ag7g3mwq4keauf4pbbwbrr4juvpa,did:plc:2x5bs276hs2ibqgwzhnx2jae,slangsonsports.bsky.social,,0,0,0,"At 36 years and 23 days, George Springer is the second-oldest player in postseason history with a leadoff home run, younger than only:

2004 NLCS G7 Craig Biggio: 38y, 312d",2025-10-13T00:26:41.989Z,1,17,118,3,[],[],[],False,False,False,0,False,en,popular_feed,1.0,1.0
at://did:plc:2ngdwdgfm7sdtdplcx546zdd/app.bsky.feed.post/3m2zojqbtg22r,bafyreic4szzmv4a5355jl7xbroqylypconsdfg3nqdxnjs65dhp7kkmpyi,did:plc:2ngdwdgfm7sdtdplcx546zdd,kdanni.hu,Dani,0,0,0,"#Budapest District III. #suburbangaze
#hikingtrail #forestgaze #treescape
#crucifix #powerline
#photography",2025-10-12T21:49:17.417Z,2,7,164,0,"[""Budapest"", ""suburbangaze"", ""hikingtrail"", ""forestgaze"", ""treescape"", ""crucifix"", ""powerline"", ""photography""]",[],[],True,False,False,4,False,en,popular_feed,1.0,1.0
at://did:plc:5bb7klbqibxkrkaew5olaec6/app.bsky.feed.post/3m2zjhsewuc2e,bafyreihqwc4xvadk6lvfj5mg5hoi3y4epi27ghmpgrrjahxuy4zr6avznm,did:plc:5bb7klbqibxkrkaew5olaec6,monika09.bsky.social,𝙋𝙞𝙤𝙩𝙧 & 𝙈𝙤𝙣𝙞𝙠𝙖 💙💛,0,0,0,"Jeżeli ktoś twierdzi że to fotomontaż, to pragnę zauważyć że te zdjęcie powstało w 2560 r. p.n.e. 
a Photoshop ma zaledwie około 40 lat.",2025-10-12T20:18:44.187Z,12,4,59,0,[],[],[],True,False,False,1,False,pl,popular_feed,,
at://did:plc:2sszfp45nicn7wblpksjnyfd/app.bsky.feed.post/3m2zkhv6fdk2w,bafyreicajlkkafktxjauocxyjsiw4xanvbag3ipcyilioz3l42goxgoxha,did:plc:2sszfp45nicn7wblpksjnyfd,tomduffinphotos.bsky.social,Tom Duffin Photographer,0,0,0,"There are not enough hours in days like today to get around the places you know will look glorious, so we went for a jaunt in the Pentlands ridiculously overdressed - us that is - although the same description could be applied to the trees.

#Edinburgh",2025-10-12T20:36:40.857Z,3,10,163,0,"[""Edinburgh""]",[],[],True,False,False,1,False,en,popular_feed,3.0,1.0
